Date,Ticker,Open,High,Low,Close
04/20/2018,IGGRC10D,,,,4.0450000
04/23/2018,IGGRC10D,,,,4.0350000
04/24/2018,IGGRC10D,,,,4.0410000
04/25/2018,IGGRC10D,,,,3.9310000
04/26/2018,IGGRC10D,,,,3.9690000
04/27/2018,IGGRC10D,,,,3.9380000
04/30/2018,IGGRC10D,,,,3.9060000
05/01/2018,IGGRC10D,,,,3.8230000
05/02/2018,IGGRC10D,,,,3.8540000
05/03/2018,IGGRC10D,,,,3.9770000
05/04/2018,IGGRC10D,,,,4.1140000
05/07/2018,IGGRC10D,,,,4.1100000
05/08/2018,IGGRC10D,,,,4.2000000
05/09/2018,IGGRC10D,,,,4.2620000
05/11/2018,IGGRC10D,,,,4.0150000
05/14/2018,IGGRC10D,,,,4.0190000
05/15/2018,IGGRC10D,,,,4.0510000
05/16/2018,IGGRC10D,,,,4.1370000
05/17/2018,IGGRC10D,,,,4.4070000
05/18/2018,IGGRC10D,,,,4.4840000
05/21/2018,IGGRC10D,,,,4.5260000
05/22/2018,IGGRC10D,,,,4.4530000
05/23/2018,IGGRC10D,,,,4.3970000
05/24/2018,IGGRC10D,,,,4.2760000
05/25/2018,IGGRC10D,,,,4.3040000
05/28/2018,IGGRC10D,,,,4.3740000
05/29/2018,IGGRC10D,,,,4.6230000
05/30/2018,IGGRC10D,,,,4.7160000
05/31/2018,IGGRC10D,,,,4.5010000
06/01/2018,IGGRC10D,,,,4.4730000
06/04/2018,IGGRC10D,,,,4.4660000
06/05/2018,IGGRC10D,,,,4.4840000
06/06/2018,IGGRC10D,,,,4.5650000
06/07/2018,IGGRC10D,,,,4.5820000
06/08/2018,IGGRC10D,,,,4.6140000
06/11/2018,IGGRC10D,,,,4.5230000
06/12/2018,IGGRC10D,,,,4.3670000
06/13/2018,IGGRC10D,,,,4.4940000
06/14/2018,IGGRC10D,,,,4.6210000
06/15/2018,IGGRC10D,,,,4.5750000
06/18/2018,IGGRC10D,,,,4.5090000
06/19/2018,IGGRC10D,,,,4.4330000
06/20/2018,IGGRC10D,,,,4.3380000
06/21/2018,IGGRC10D,,,,4.3490000
06/22/2018,IGGRC10D,,,,4.1040000
06/25/2018,IGGRC10D,,,,4.1690000
06/26/2018,IGGRC10D,,,,4.1040000
06/27/2018,IGGRC10D,,,,4.1040000
06/28/2018,IGGRC10D,,,,4.0560000
06/29/2018,IGGRC10D,,,,3.9580000
07/02/2018,IGGRC10D,,,,3.9830000
07/03/2018,IGGRC10D,,,,3.9400000
07/04/2018,IGGRC10D,,,,3.9590000
07/05/2018,IGGRC10D,,,,3.9740000
07/06/2018,IGGRC10D,,,,4.0280000
07/09/2018,IGGRC10D,,,,3.9270000
07/10/2018,IGGRC10D,,,,3.8330000
07/11/2018,IGGRC10D,,,,3.8410000
07/12/2018,IGGRC10D,,,,3.8660000
07/13/2018,IGGRC10D,,,,3.8430000
07/16/2018,IGGRC10D,,,,3.8580000
07/17/2018,IGGRC10D,,,,3.8430000
07/18/2018,IGGRC10D,,,,3.8510000
07/19/2018,IGGRC10D,,,,3.8560000
07/20/2018,IGGRC10D,,,,3.8690000
07/23/2018,IGGRC10D,,,,3.8550000
07/24/2018,IGGRC10D,,,,3.8540000
07/25/2018,IGGRC10D,,,,3.8260000
07/26/2018,IGGRC10D,,,,3.8270000
07/27/2018,IGGRC10D,,,,3.8180000
07/30/2018,IGGRC10D,,,,3.8690000
07/31/2018,IGGRC10D,,,,3.9330000
08/01/2018,IGGRC10D,,,,3.9650000
08/02/2018,IGGRC10D,,,,4.0270000
08/03/2018,IGGRC10D,,,,4.0940000
08/06/2018,IGGRC10D,,,,3.9920000
08/07/2018,IGGRC10D,,,,3.9860000
08/08/2018,IGGRC10D,,,,3.9990000
08/09/2018,IGGRC10D,,,,4.1380000
08/10/2018,IGGRC10D,,,,4.2370000
08/13/2018,IGGRC10D,,,,4.3040000
08/14/2018,IGGRC10D,,,,4.2640000
08/15/2018,IGGRC10D,,,,4.2840000
08/16/2018,IGGRC10D,,,,4.3720000
08/17/2018,IGGRC10D,,,,4.3390000
08/20/2018,IGGRC10D,,,,4.3630000
08/21/2018,IGGRC10D,,,,4.2710000
08/22/2018,IGGRC10D,,,,4.2210000
08/23/2018,IGGRC10D,,,,4.2050000
08/24/2018,IGGRC10D,,,,4.2050000
08/27/2018,IGGRC10D,,,,4.1890000
08/28/2018,IGGRC10D,,,,4.1850000
08/29/2018,IGGRC10D,,,,4.2390000
08/30/2018,IGGRC10D,,,,4.3810000
08/31/2018,IGGRC10D,,,,4.4080000
09/03/2018,IGGRC10D,,,,4.4490000
09/04/2018,IGGRC10D,,,,4.5600000
09/05/2018,IGGRC10D,,,,4.5460000
09/06/2018,IGGRC10D,,,,4.4090000
09/07/2018,IGGRC10D,,,,4.2940000
09/10/2018,IGGRC10D,,,,4.2000000
09/11/2018,IGGRC10D,,,,4.0900000
09/12/2018,IGGRC10D,,,,4.0870000
09/13/2018,IGGRC10D,,,,4.0240000
09/14/2018,IGGRC10D,,,,4.0740000
09/17/2018,IGGRC10D,,,,4.0350000
09/18/2018,IGGRC10D,,,,4.0680000
09/19/2018,IGGRC10D,,,,4.1010000
09/20/2018,IGGRC10D,,,,4.0680000
09/21/2018,IGGRC10D,,,,4.0680000
09/24/2018,IGGRC10D,,,,4.1080000
09/25/2018,IGGRC10D,,,,4.0680000
09/26/2018,IGGRC10D,,,,4.0420000
09/27/2018,IGGRC10D,,,,4.0420000
09/28/2018,IGGRC10D,,,,4.1750000
10/01/2018,IGGRC10D,,,,4.2260000
10/02/2018,IGGRC10D,,,,4.3040000
10/03/2018,IGGRC10D,,,,4.4310000
10/04/2018,IGGRC10D,,,,4.4830000
10/05/2018,IGGRC10D,,,,4.5040000
10/08/2018,IGGRC10D,,,,4.6510000
10/09/2018,IGGRC10D,,,,4.5700000
10/10/2018,IGGRC10D,,,,4.4660000
10/11/2018,IGGRC10D,,,,4.4910000
10/12/2018,IGGRC10D,,,,4.3980000
10/15/2018,IGGRC10D,,,,4.3950000
10/16/2018,IGGRC10D,,,,4.2790000
10/17/2018,IGGRC10D,,,,4.2610000
10/18/2018,IGGRC10D,,,,4.4450000
10/19/2018,IGGRC10D,,,,4.3480000
10/22/2018,IGGRC10D,,,,4.3480000
10/23/2018,IGGRC10D,,,,4.3070000
10/24/2018,IGGRC10D,,,,4.3020000
10/25/2018,IGGRC10D,,,,4.2400000
10/26/2018,IGGRC10D,,,,4.2980000
10/29/2018,IGGRC10D,,,,4.1990000
10/30/2018,IGGRC10D,,,,4.2470000
10/31/2018,IGGRC10D,,,,4.2330000
11/01/2018,IGGRC10D,,,,4.2270000
11/02/2018,IGGRC10D,,,,4.2950000
11/05/2018,IGGRC10D,,,,4.2890000
11/06/2018,IGGRC10D,,,,4.3370000
11/07/2018,IGGRC10D,,,,4.3030000
11/08/2018,IGGRC10D,,,,4.3440000
11/09/2018,IGGRC10D,,,,4.3790000
11/11/2018,IGGRC10D,,,,4.3790000
11/12/2018,IGGRC10D,,,,4.4070000
11/13/2018,IGGRC10D,,,,4.4490000
11/14/2018,IGGRC10D,,,,4.5050000
11/15/2018,IGGRC10D,,,,4.5760000
11/16/2018,IGGRC10D,,,,4.5690000
11/19/2018,IGGRC10D,,,,4.5590000
11/20/2018,IGGRC10D,,,,4.6870000
11/21/2018,IGGRC10D,,,,4.6480000
11/22/2018,IGGRC10D,,,,4.5720000
11/23/2018,IGGRC10D,,,,4.5500000
11/25/2018,IGGRC10D,,,,4.5500000
11/26/2018,IGGRC10D,,,,4.3880000
11/27/2018,IGGRC10D,,,,4.3690000
11/28/2018,IGGRC10D,,,,4.3340000
11/29/2018,IGGRC10D,,,,4.2650000
11/30/2018,IGGRC10D,,,,4.2650000
12/03/2018,IGGRC10D,,,,4.2010000
12/04/2018,IGGRC10D,,,,4.2300000
12/05/2018,IGGRC10D,,,,4.1500000
12/06/2018,IGGRC10D,,,,4.2490000
12/07/2018,IGGRC10D,,,,4.2260000
12/10/2018,IGGRC10D,,,,4.2500000
12/11/2018,IGGRC10D,,,,4.2630000
12/12/2018,IGGRC10D,,,,4.2660000
12/13/2018,IGGRC10D,,,,4.2350000
12/14/2018,IGGRC10D,,,,4.2480000
12/16/2018,IGGRC10D,,,,4.2480000
12/17/2018,IGGRC10D,,,,4.3520000
01/02/2019,IGGRC10D,,,,4.3830000
01/03/2019,IGGRC10D,,,,4.4100000
01/04/2019,IGGRC10D,,,,4.4000000
01/07/2019,IGGRC10D,,,,4.3830000
01/08/2019,IGGRC10D,,,,4.3410000
01/09/2019,IGGRC10D,,,,4.2990000
01/10/2019,IGGRC10D,,,,4.3030000
01/11/2019,IGGRC10D,,,,4.2820000
01/13/2019,IGGRC10D,,,,4.2850000
01/14/2019,IGGRC10D,,,,4.2890000
01/15/2019,IGGRC10D,,,,4.2700000
01/16/2019,IGGRC10D,,,,4.2290000
01/17/2019,IGGRC10D,,,,4.2180000
01/18/2019,IGGRC10D,,,,4.1860000
01/21/2019,IGGRC10D,,,,4.1540000
01/22/2019,IGGRC10D,,,,4.1210000
01/23/2019,IGGRC10D,,,,4.1790000
01/24/2019,IGGRC10D,,,,4.1000000
01/25/2019,IGGRC10D,,,,4.0830000
01/28/2019,IGGRC10D,,,,4.0540000
01/29/2019,IGGRC10D,,,,3.9850000
01/30/2019,IGGRC10D,,,,3.9230000
01/31/2019,IGGRC10D,,,,3.8830000
02/01/2019,IGGRC10D,,,,3.9280000
02/04/2019,IGGRC10D,,,,3.9010000
02/05/2019,IGGRC10D,,,,3.8980000
02/06/2019,IGGRC10D,,,,3.9030000
02/07/2019,IGGRC10D,,,,3.9730000
02/08/2019,IGGRC10D,,,,4.0100000
02/11/2019,IGGRC10D,,,,4.0030000
02/12/2019,IGGRC10D,,,,3.9400000
02/13/2019,IGGRC10D,,,,3.9110000
02/14/2019,IGGRC10D,,,,3.8610000
02/15/2019,IGGRC10D,,,,3.8190000
02/18/2019,IGGRC10D,,,,3.7700000
02/19/2019,IGGRC10D,,,,3.7720000
02/20/2019,IGGRC10D,,,,3.7670000
02/21/2019,IGGRC10D,,,,3.7890000
02/22/2019,IGGRC10D,,,,3.8050000
02/25/2019,IGGRC10D,,,,3.7780000
02/26/2019,IGGRC10D,,,,3.7280000
02/27/2019,IGGRC10D,,,,3.6900000
02/28/2019,IGGRC10D,,,,3.6580000
03/01/2019,IGGRC10D,,,,3.6420000
03/04/2019,IGGRC10D,,,,3.6750000
03/05/2019,IGGRC10D,,,,3.6990000
03/06/2019,IGGRC10D,,,,3.7570000
03/07/2019,IGGRC10D,,,,3.7910000
03/08/2019,IGGRC10D,,,,3.7840000
03/11/2019,IGGRC10D,,,,3.7600000
03/12/2019,IGGRC10D,,,,3.8730000
03/13/2019,IGGRC10D,,,,3.8260000
03/14/2019,IGGRC10D,,,,3.8130000
03/15/2019,IGGRC10D,,,,3.7950000
03/18/2019,IGGRC10D,,,,3.7410000
03/19/2019,IGGRC10D,,,,3.7570000
03/20/2019,IGGRC10D,,,,3.7830000
03/21/2019,IGGRC10D,,,,3.7360000
03/22/2019,IGGRC10D,,,,3.7580000
03/25/2019,IGGRC10D,,,,3.7700000
03/26/2019,IGGRC10D,,,,3.7840000
03/27/2019,IGGRC10D,,,,3.7750000
03/28/2019,IGGRC10D,,,,3.7780000
03/29/2019,IGGRC10D,,,,3.7340000
04/01/2019,IGGRC10D,,,,3.7100000
04/02/2019,IGGRC10D,,,,3.6850000
04/03/2019,IGGRC10D,,,,3.6520000
04/04/2019,IGGRC10D,,,,3.6100000
04/05/2019,IGGRC10D,,,,3.5440000
04/08/2019,IGGRC10D,,,,3.4800000
04/09/2019,IGGRC10D,,,,3.4620000
04/10/2019,IGGRC10D,,,,3.4250000
04/11/2019,IGGRC10D,,,,3.3430000
04/12/2019,IGGRC10D,,,,3.3040000
04/15/2019,IGGRC10D,,,,3.2850000
04/16/2019,IGGRC10D,,,,3.3030000
04/17/2019,IGGRC10D,,,,3.3290000
04/18/2019,IGGRC10D,,,,3.3140000
04/19/2019,IGGRC10D,,,,3.3190000
04/22/2019,IGGRC10D,,,,3.3100000
04/23/2019,IGGRC10D,,,,3.3180000
04/24/2019,IGGRC10D,,,,3.2980000
04/25/2019,IGGRC10D,,,,3.3020000
04/26/2019,IGGRC10D,,,,3.3050000
04/29/2019,IGGRC10D,,,,3.3110000
04/30/2019,IGGRC10D,,,,3.3770000
05/01/2019,IGGRC10D,,,,3.3750000
05/02/2019,IGGRC10D,,,,3.3430000
05/03/2019,IGGRC10D,,,,3.3420000
05/06/2019,IGGRC10D,,,,3.3420000
05/07/2019,IGGRC10D,,,,3.3470000
05/08/2019,IGGRC10D,,,,3.4400000
05/09/2019,IGGRC10D,,,,3.5250000
05/10/2019,IGGRC10D,,,,3.5040000
05/13/2019,IGGRC10D,,,,3.5620000
05/14/2019,IGGRC10D,,,,3.5660000
05/15/2019,IGGRC10D,,,,3.5580000
05/16/2019,IGGRC10D,,,,3.4710000
05/17/2019,IGGRC10D,,,,3.4320000
05/18/2019,IGGRC10D,,,,3.4550000
05/20/2019,IGGRC10D,,,,3.4180000
05/21/2019,IGGRC10D,,,,3.3880000
05/22/2019,IGGRC10D,,,,3.4060000
05/23/2019,IGGRC10D,,,,3.4290000
05/24/2019,IGGRC10D,,,,3.3620000
05/27/2019,IGGRC10D,,,,3.1590000
05/28/2019,IGGRC10D,,,,3.1720000
05/29/2019,IGGRC10D,,,,3.1330000
05/30/2019,IGGRC10D,,,,3.0530000
05/31/2019,IGGRC10D,,,,2.9040000
06/03/2019,IGGRC10D,,,,2.8760000
06/04/2019,IGGRC10D,,,,2.9330000
06/05/2019,IGGRC10D,,,,2.9610000
06/06/2019,IGGRC10D,,,,2.9160000
06/07/2019,IGGRC10D,,,,2.8240000
06/10/2019,IGGRC10D,,,,2.8460000
06/11/2019,IGGRC10D,,,,2.8080000
06/12/2019,IGGRC10D,,,,2.7650000
06/13/2019,IGGRC10D,,,,2.6980000
06/14/2019,IGGRC10D,,,,2.7040000
06/17/2019,IGGRC10D,,,,2.7040000
06/18/2019,IGGRC10D,,,,2.5370000
06/19/2019,IGGRC10D,,,,2.5040000
06/20/2019,IGGRC10D,,,,2.5390000
06/21/2019,IGGRC10D,,,,2.5510000
06/24/2019,IGGRC10D,,,,2.4480000
06/25/2019,IGGRC10D,,,,2.4980000
06/26/2019,IGGRC10D,,,,2.4730000
06/27/2019,IGGRC10D,,,,2.4860000
06/28/2019,IGGRC10D,,,,2.4620000
07/01/2019,IGGRC10D,,,,2.3360000
07/02/2019,IGGRC10D,,,,2.2000000
07/03/2019,IGGRC10D,,,,2.0580000
07/04/2019,IGGRC10D,,,,2.0360000
07/05/2019,IGGRC10D,,,,2.1570000
07/08/2019,IGGRC10D,,,,2.0760000
07/09/2019,IGGRC10D,,,,2.2040000
07/10/2019,IGGRC10D,,,,2.2880000
07/11/2019,IGGRC10D,,,,2.2580000
07/12/2019,IGGRC10D,,,,2.3500000
07/15/2019,IGGRC10D,,,,2.3140000
07/16/2019,IGGRC10D,,,,2.2390000
07/17/2019,IGGRC10D,,,,2.2380000
07/18/2019,IGGRC10D,,,,2.1480000
07/19/2019,IGGRC10D,,,,2.1640000
07/22/2019,IGGRC10D,,,,2.1080000
07/23/2019,IGGRC10D,,,,2.0510000
07/24/2019,IGGRC10D,,,,2.0100000
07/25/2019,IGGRC10D,,,,1.9910000
07/26/2019,IGGRC10D,,,,2.0660000
07/29/2019,IGGRC10D,,,,2.0550000
07/30/2019,IGGRC10D,,,,2.0670000
07/31/2019,IGGRC10D,,,,2.0450000
08/01/2019,IGGRC10D,,,,2.0560000
08/02/2019,IGGRC10D,,,,2.0470000
08/04/2019,IGGRC10D,,,,2.0490000
08/05/2019,IGGRC10D,,,,2.0490000
08/06/2019,IGGRC10D,,,,2.0520000
08/07/2019,IGGRC10D,,,,2.0010000
08/08/2019,IGGRC10D,,,,2.0480000
08/09/2019,IGGRC10D,,,,2.1390000
08/12/2019,IGGRC10D,,,,2.1780000
08/13/2019,IGGRC10D,,,,2.1320000
08/14/2019,IGGRC10D,,,,2.0320000
08/15/2019,IGGRC10D,,,,2.0350000
08/16/2019,IGGRC10D,,,,1.9530000
08/19/2019,IGGRC10D,,,,2.0200000
08/20/2019,IGGRC10D,,,,1.9920000
08/21/2019,IGGRC10D,,,,1.9910000
08/22/2019,IGGRC10D,,,,1.9650000
08/23/2019,IGGRC10D,,,,1.9500000
08/26/2019,IGGRC10D,,,,1.9860000
08/27/2019,IGGRC10D,,,,1.8290000
08/28/2019,IGGRC10D,,,,1.7210000
08/29/2019,IGGRC10D,,,,1.5610000
08/30/2019,IGGRC10D,,,,1.5890000
09/02/2019,IGGRC10D,,,,1.6090000
09/03/2019,IGGRC10D,,,,1.6160000
09/04/2019,IGGRC10D,,,,1.5760000
09/05/2019,IGGRC10D,,,,1.5970000
09/06/2019,IGGRC10D,,,,1.5920000
09/09/2019,IGGRC10D,,,,1.6000000
09/10/2019,IGGRC10D,,,,1.6480000
09/11/2019,IGGRC10D,,,,1.6580000
09/12/2019,IGGRC10D,,,,1.5020000
09/13/2019,IGGRC10D,,,,1.5750000
09/16/2019,IGGRC10D,,,,1.5400000
09/17/2019,IGGRC10D,,,,1.4940000
09/18/2019,IGGRC10D,,,,1.3880000
09/19/2019,IGGRC10D,,,,1.3790000
09/20/2019,IGGRC10D,,,,1.3400000
09/23/2019,IGGRC10D,,,,1.3250000
09/24/2019,IGGRC10D,,,,1.3430000
09/25/2019,IGGRC10D,,,,1.3560000
09/26/2019,IGGRC10D,,,,1.3630000
09/27/2019,IGGRC10D,,,,1.3670000
09/30/2019,IGGRC10D,,,,1.3760000
10/01/2019,IGGRC10D,,,,1.3750000
10/02/2019,IGGRC10D,,,,1.3670000
10/03/2019,IGGRC10D,,,,1.3670000
10/04/2019,IGGRC10D,,,,1.3650000
10/07/2019,IGGRC10D,,,,1.4370000
10/08/2019,IGGRC10D,,,,1.4600000
10/09/2019,IGGRC10D,,,,1.4380000
10/10/2019,IGGRC10D,,,,1.4580000
10/11/2019,IGGRC10D,,,,1.4440000
10/14/2019,IGGRC10D,,,,1.4410000
10/15/2019,IGGRC10D,,,,1.4180000
10/16/2019,IGGRC10D,,,,1.4000000
10/17/2019,IGGRC10D,,,,1.4150000
10/18/2019,IGGRC10D,,,,1.3300000
10/21/2019,IGGRC10D,,,,1.3400000
10/22/2019,IGGRC10D,,,,1.2940000
10/23/2019,IGGRC10D,,,,1.2880000
10/24/2019,IGGRC10D,,,,1.2490000
10/25/2019,IGGRC10D,,,,1.2280000
10/28/2019,IGGRC10D,,,,1.2190000
10/29/2019,IGGRC10D,,,,1.2460000
10/30/2019,IGGRC10D,,,,1.1910000
10/31/2019,IGGRC10D,,,,1.1740000
11/01/2019,IGGRC10D,,,,1.1930000
11/04/2019,IGGRC10D,,,,1.2000000
11/05/2019,IGGRC10D,,,,1.2210000
11/06/2019,IGGRC10D,,,,1.2100000
11/07/2019,IGGRC10D,,,,1.2470000
11/08/2019,IGGRC10D,,,,1.3710000
11/11/2019,IGGRC10D,,,,1.3620000
11/12/2019,IGGRC10D,,,,1.3990000
11/13/2019,IGGRC10D,,,,1.4190000
11/14/2019,IGGRC10D,,,,1.4590000
11/15/2019,IGGRC10D,,,,1.5150000
11/18/2019,IGGRC10D,,,,1.4900000
11/19/2019,IGGRC10D,,,,1.4810000
11/20/2019,IGGRC10D,,,,1.4390000
11/21/2019,IGGRC10D,,,,1.4390000
11/22/2019,IGGRC10D,,,,1.4320000
11/25/2019,IGGRC10D,,,,1.4130000
11/26/2019,IGGRC10D,,,,1.4170000
11/27/2019,IGGRC10D,,,,1.4440000
11/28/2019,IGGRC10D,,,,1.4680000
11/29/2019,IGGRC10D,,,,1.4800000
12/02/2019,IGGRC10D,,,,1.5510000
12/03/2019,IGGRC10D,,,,1.6000000
12/04/2019,IGGRC10D,,,,1.5710000
12/05/2019,IGGRC10D,,,,1.5710000
12/06/2019,IGGRC10D,,,,1.5630000
12/09/2019,IGGRC10D,,,,1.4340000
12/10/2019,IGGRC10D,,,,1.3950000
12/11/2019,IGGRC10D,,,,1.4230000
12/12/2019,IGGRC10D,,,,1.3670000
12/13/2019,IGGRC10D,,,,1.3960000
12/16/2019,IGGRC10D,,,,1.3880000
12/17/2019,IGGRC10D,,,,1.4020000
12/18/2019,IGGRC10D,,,,1.3400000
12/19/2019,IGGRC10D,,,,1.4240000
12/20/2019,IGGRC10D,,,,1.4610000
12/23/2019,IGGRC10D,,,,1.4870000
12/27/2019,IGGRC10D,,,,1.4350000
12/30/2019,IGGRC10D,,,,1.4840000
12/31/2019,IGGRC10D,,,,1.4570000
01/02/2020,IGGRC10D,,,,1.4470000
01/03/2020,IGGRC10D,,,,1.4380000
01/06/2020,IGGRC10D,,,,1.4280000
01/07/2020,IGGRC10D,,,,1.4400000
01/08/2020,IGGRC10D,,,,1.4230000
01/09/2020,IGGRC10D,,,,1.4240000
01/10/2020,IGGRC10D,,,,1.4020000
01/13/2020,IGGRC10D,,,,1.4160000
01/14/2020,IGGRC10D,,,,1.4130000
01/15/2020,IGGRC10D,,,,1.4050000
01/16/2020,IGGRC10D,,,,1.4180000
01/17/2020,IGGRC10D,,,,1.4320000
01/20/2020,IGGRC10D,,,,1.4290000
01/21/2020,IGGRC10D,,,,1.4010000
01/22/2020,IGGRC10D,,,,1.3880000
01/23/2020,IGGRC10D,,,,1.3520000
01/24/2020,IGGRC10D,,,,1.3230000
01/27/2020,IGGRC10D,,,,1.1940000
01/28/2020,IGGRC10D,,,,1.1940000
01/29/2020,IGGRC10D,,,,1.1830000
01/30/2020,IGGRC10D,,,,1.1790000
01/31/2020,IGGRC10D,,,,1.1810000
02/03/2020,IGGRC10D,,,,1.2090000
02/04/2020,IGGRC10D,,,,1.1860000
02/05/2020,IGGRC10D,,,,1.1850000
02/06/2020,IGGRC10D,,,,1.1480000
02/07/2020,IGGRC10D,,,,1.0640000
02/10/2020,IGGRC10D,,,,1.0290000
02/11/2020,IGGRC10D,,,,1.0330000
02/12/2020,IGGRC10D,,,,0.9780000
02/13/2020,IGGRC10D,,,,0.9490000
02/14/2020,IGGRC10D,,,,0.9430000
02/17/2020,IGGRC10D,,,,0.9580000
02/18/2020,IGGRC10D,,,,0.9800000
02/19/2020,IGGRC10D,,,,0.9690000
02/20/2020,IGGRC10D,,,,0.9820000
02/21/2020,IGGRC10D,,,,0.9640000
02/24/2020,IGGRC10D,,,,1.0010000
02/25/2020,IGGRC10D,,,,1.0640000
02/26/2020,IGGRC10D,,,,1.2060000
02/27/2020,IGGRC10D,,,,1.2680000
02/28/2020,IGGRC10D,,,,1.3550000
03/02/2020,IGGRC10D,,,,1.3780000
03/03/2020,IGGRC10D,,,,1.3170000
03/04/2020,IGGRC10D,,,,1.2230000
03/05/2020,IGGRC10D,,,,1.2970000
03/06/2020,IGGRC10D,,,,1.4520000
03/09/2020,IGGRC10D,,,,1.8940000
03/10/2020,IGGRC10D,,,,1.6740000
03/11/2020,IGGRC10D,,,,1.5560000
03/12/2020,IGGRC10D,,,,1.7550000
03/13/2020,IGGRC10D,,,,2.0050000
03/16/2020,IGGRC10D,,,,2.5100000
03/17/2020,IGGRC10D,,,,3.5140000
03/18/2020,IGGRC10D,,,,3.7950000
03/19/2020,IGGRC10D,,,,2.3800000
03/20/2020,IGGRC10D,,,,2.4630000
03/23/2020,IGGRC10D,,,,2.4870000
03/24/2020,IGGRC10D,,,,2.4530000
03/25/2020,IGGRC10D,,,,2.4340000
03/26/2020,IGGRC10D,,,,1.6250000
03/27/2020,IGGRC10D,,,,1.5850000
03/30/2020,IGGRC10D,,,,1.6020000
03/31/2020,IGGRC10D,,,,1.6480000
04/01/2020,IGGRC10D,,,,1.7190000
04/02/2020,IGGRC10D,,,,1.7500000
04/03/2020,IGGRC10D,,,,1.9720000
04/06/2020,IGGRC10D,,,,1.8920000
04/07/2020,IGGRC10D,,,,1.8060000
04/08/2020,IGGRC10D,,,,1.8370000
04/09/2020,IGGRC10D,,,,1.8290000
04/10/2020,IGGRC10D,,,,1.7800000
04/13/2020,IGGRC10D,,,,1.7760000
04/14/2020,IGGRC10D,,,,1.9030000
04/15/2020,IGGRC10D,,,,2.0320000
04/16/2020,IGGRC10D,,,,2.0870000
04/17/2020,IGGRC10D,,,,2.1120000
04/20/2020,IGGRC10D,,,,2.0770000
04/21/2020,IGGRC10D,,,,2.4200000
04/22/2020,IGGRC10D,,,,2.5230000
04/23/2020,IGGRC10D,,,,2.3210000
04/24/2020,IGGRC10D,,,,2.3020000
04/27/2020,IGGRC10D,,,,2.1840000
04/28/2020,IGGRC10D,,,,2.1570000
04/29/2020,IGGRC10D,,,,2.1610000
04/30/2020,IGGRC10D,,,,2.1510000
05/01/2020,IGGRC10D,,,,2.1570000
05/04/2020,IGGRC10D,,,,2.1680000
05/05/2020,IGGRC10D,,,,2.1970000
05/06/2020,IGGRC10D,,,,2.1850000
05/07/2020,IGGRC10D,,,,2.1950000
05/08/2020,IGGRC10D,,,,2.1840000
05/11/2020,IGGRC10D,,,,2.1720000
05/12/2020,IGGRC10D,,,,2.1500000
05/13/2020,IGGRC10D,,,,2.0970000
05/14/2020,IGGRC10D,,,,2.0460000
05/15/2020,IGGRC10D,,,,2.0600000
05/18/2020,IGGRC10D,,,,1.9990000
05/19/2020,IGGRC10D,,,,1.8680000
05/20/2020,IGGRC10D,,,,1.8010000
05/21/2020,IGGRC10D,,,,1.7560000
05/22/2020,IGGRC10D,,,,1.7020000
05/25/2020,IGGRC10D,,,,1.6720000
05/26/2020,IGGRC10D,,,,1.6540000
05/27/2020,IGGRC10D,,,,1.5770000
05/28/2020,IGGRC10D,,,,1.5140000
05/29/2020,IGGRC10D,,,,1.5120000
06/01/2020,IGGRC10D,,,,1.5020000
06/02/2020,IGGRC10D,,,,1.5000000
06/03/2020,IGGRC10D,,,,1.5050000
06/04/2020,IGGRC10D,,,,1.3830000
06/05/2020,IGGRC10D,,,,1.3510000
06/08/2020,IGGRC10D,,,,1.4080000
06/09/2020,IGGRC10D,,,,1.4640000
06/10/2020,IGGRC10D,,,,1.3850000
06/11/2020,IGGRC10D,,,,1.3230000
06/12/2020,IGGRC10D,,,,1.2760000
06/15/2020,IGGRC10D,,,,1.2030000
06/16/2020,IGGRC10D,,,,1.1450000
06/17/2020,IGGRC10D,,,,1.1740000
06/18/2020,IGGRC10D,,,,1.3230000
06/19/2020,IGGRC10D,,,,1.2920000
06/21/2020,IGGRC10D,,,,1.2760000
06/22/2020,IGGRC10D,,,,1.3080000
06/23/2020,IGGRC10D,,,,1.2900000
06/24/2020,IGGRC10D,,,,1.2760000
06/25/2020,IGGRC10D,,,,1.3090000
06/26/2020,IGGRC10D,,,,1.2820000
06/27/2020,IGGRC10D,,,,1.2640000
06/29/2020,IGGRC10D,,,,1.2900000
06/30/2020,IGGRC10D,,,,1.2260000
07/01/2020,IGGRC10D,,,,1.1940000
07/02/2020,IGGRC10D,,,,1.1980000
07/03/2020,IGGRC10D,,,,1.1800000
07/05/2020,IGGRC10D,,,,1.1530000
07/06/2020,IGGRC10D,,,,1.1940000
07/07/2020,IGGRC10D,,,,1.1270000
07/08/2020,IGGRC10D,,,,1.1210000
07/09/2020,IGGRC10D,,,,1.1170000
07/10/2020,IGGRC10D,,,,1.2320000
07/11/2020,IGGRC10D,,,,1.0890000
07/13/2020,IGGRC10D,,,,1.2310000
07/14/2020,IGGRC10D,,,,1.2870000
07/15/2020,IGGRC10D,,,,1.3020000
07/16/2020,IGGRC10D,,,,1.2640000
07/17/2020,IGGRC10D,,,,1.2140000
07/20/2020,IGGRC10D,,,,1.1720000
07/21/2020,IGGRC10D,,,,1.1670000
